Dish Name,Ingredients,Cluster,Cluster_Label
omelette,"salt, pepper, onions, butter, eggs, cheese",5,Breakfast & Brunch
pho,"broth, beef, basil, lime, chili, rice noodle",3,Baked Dishes
greek salad,"feta cheese, dressing, cucumber, olives, lettuce, tomato",6,Grilled & Roasted
pancakes,"eggs, flour, sugar, vanilla, milk",0,Salads & Wraps
greek salad,"lettuce, cucumber, dressing, tomato",6,Grilled & Roasted
pasta carbonara,"pasta, cheese, olive oil, tomato sauce",1,Desserts & Pastries
greek salad,"tomato, olives, lettuce, dressing, feta cheese",6,Grilled & Roasted
japanese ramen,"pork, noodles, scallions, broth, egg",4,Asian & Stir Fry
pancakes,"flour, vanilla, sugar, eggs, milk, butter",0,Salads & Wraps
butter chicken,"spices, chicken, onions, curry powder, coconut milk",2,Curries & Stews
caesar salad,"caesar dressing, chicken, lettuce, croutons, parmesan",6,Grilled & Roasted
grilled chicken,"chicken, seasoning, lettuce, garlic",6,Grilled & Roasted
turkey sandwich,"bread, tomato, turkey, cheese, lettuce",6,Grilled & Roasted
greek salad,"feta cheese, olives, tomato, lettuce, cucumber, dressing",6,Grilled & Roasted
pad thai,"shrimp, rice noodles, egg, lime, peanut",3,Baked Dishes
pancakes,"vanilla, flour, milk, egg",0,Salads & Wraps
sushi,"soy sauce, rice, seaweed, salmon",2,Curries & Stews
chicken biryani,"yogurt, rice, cardamom, spices, chicken",2,Curries & Stews
turkey sandwich,"mayonnaise, lettuce, cheese, tomato, bread, turkey",6,Grilled & Roasted
caesar salad,"lettuce, croutons, parmesan, chicken",6,Grilled & Roasted
cereal,"milk, fruits, honey, oat",0,Salads & Wraps
pancakes,"butter, flour, vanilla, milk, eggs, sugar",0,Salads & Wraps
pancakes,"vanilla, eggs, flour, sugar, milk",0,Salads & Wraps
butter chicken,"chicken, spices, curry powder, coconut milk",2,Curries & Stews
beef steak,"salt, garlic, pepper, beef",5,Breakfast & Brunch
cereal,"oats, honey, nuts, milk",0,Salads & Wraps
lasagna,"cheese, tomato sauce, pasta, onion",1,Desserts & Pastries
greek salad,"tomato, dressing, lettuce, olives, feta cheese, cucumber",6,Grilled & Roasted
shawarma,"garlic, pita, chicken, yogurt",2,Curries & Stews
pho,"basil, beef, lime, rice noodle",3,Baked Dishes
pho,"lime, chili, rice noodles, basil, beef, broth",3,Baked Dishes
chicken biryani,"yogurt, saffron, spices, cardamom, rice, chicken",2,Curries & Stews
chicken biryani,"chicken, saffron, cardamom, yogurt, rice",2,Curries & Stews
spanish paella,"peppers, saffron, onions, rice",2,Curries & Stews
chicken biryani,"rice, saffron, spices, cardamom",2,Curries & Stews
bbq ribs,"garlic, bbq sauce, pork, brown sugar, spice",2,Curries & Stews
pancakes,"milk, butter, vanilla, eggs, sugar, flour",0,Salads & Wraps
bbq ribs,"brown sugar, pork, spices, garlic",2,Curries & Stews
cereal,"fruits, nuts, milk, honey, oat",0,Salads & Wraps
omelette,"pepper, eggs, cheese, salt",5,Breakfast & Brunch
pancakes,"flour, eggs, vanilla, milk, sugar",0,Salads & Wraps
pancakes,"butter, eggs, vanilla, flour, milk",0,Salads & Wraps
turkey sandwich,"turkey, lettuce, bread, mayonnaise",6,Grilled & Roasted
cereal,"oats, nuts, milk, honey",0,Salads & Wraps
cereal,"oats, honey, nuts, milk, fruit",0,Salads & Wraps
omelette,"eggs, cheese, salt, butter, pepper, onion",5,Breakfast & Brunch
omelette,"cheese, pepper, onions, salt",5,Breakfast & Brunch
greek salad,"cucumber, tomato, dressing, feta cheese, lettuce, olive",6,Grilled & Roasted
grilled chicken,"seasoning, chicken, tomato, garlic, lettuce",6,Grilled & Roasted
spring rolls,"carrots, shrimp, rice paper, peanut sauce, cabbage",3,Baked Dishes
spring rolls,"shrimp, rice paper, peanut sauce, carrots, cabbage",3,Baked Dishes
turkey sandwich,"lettuce, tomato, cheese, turkey, bread",6,Grilled & Roasted
lasagna,"tomato sauce, onion, pasta, ground beef",1,Desserts & Pastries
lasagna,"tomato sauce, garlic, cheese, onion, pasta",1,Desserts & Pastries
lasagna,"garlic, ground beef, cheese, tomato sauce",1,Desserts & Pastries
pho,"basil, chili, beef, lime, broth, rice noodle",3,Baked Dishes
chicken biryani,"rice, yogurt, saffron, chicken, spice",2,Curries & Stews
turkey sandwich,"lettuce, tomato, cheese, bread",6,Grilled & Roasted
spanish paella,"saffron, rice, peppers, seafood",2,Curries & Stews
pasta carbonara,"pasta, basil, tomato sauce, olive oil, cheese",1,Desserts & Pastries
dim sum,"ginger, pork, dumpling wrapper, shrimp, soy sauce",4,Asian & Stir Fry
pancakes,"sugar, eggs, flour, vanilla",0,Salads & Wraps
tacos,"salsa, tortilla, beef, lettuce, cheese",6,Grilled & Roasted
beef steak,"pepper, beef, butter, garlic",5,Breakfast & Brunch
chicken biryani,"spices, chicken, saffron, cardamom, yogurt",2,Curries & Stews
spring rolls,"carrots, peanut sauce, cabbage, shrimp",3,Baked Dishes
grilled chicken,"tomato, chicken, lettuce, seasoning, garlic",6,Grilled & Roasted
lasagna,"tomato sauce, pasta, garlic, ground beef, onion",1,Desserts & Pastries
japanese ramen,"noodles, egg, pork, ginger, scallions, broth",4,Asian & Stir Fry
turkey sandwich,"lettuce, mayonnaise, tomato, turkey, bread, cheese",6,Grilled & Roasted
sushi,"soy sauce, rice, salmon, seaweed",2,Curries & Stews
turkey sandwich,"lettuce, tomato, bread, turkey",6,Grilled & Roasted
lasagna,"garlic, tomato sauce, cheese, ground beef, pasta, onion",1,Desserts & Pastries
beef steak,"beef, salt, pepper, butter, garlic",5,Breakfast & Brunch
chicken biryani,"rice, saffron, chicken, cardamom, spice",2,Curries & Stews
pancakes,"eggs, flour, milk, butter, sugar",0,Salads & Wraps
lasagna,"onion, cheese, tomato sauce, ground beef, garlic",1,Desserts & Pastries
pancakes,"flour, sugar, vanilla, egg",0,Salads & Wraps
bbq ribs,"garlic, bbq sauce, pork, brown sugar",2,Curries & Stews
butter chicken,"chicken, onions, spices, coconut milk, curry powder",2,Curries & Stews
omelette,"onions, salt, cheese, pepper, eggs, butter",5,Breakfast & Brunch
caesar salad,"chicken, parmesan, lettuce, caesar dressing",6,Grilled & Roasted
grilled chicken,"seasoning, garlic, lettuce, tomato",6,Grilled & Roasted
turkey sandwich,"turkey, cheese, bread, mayonnaise, lettuce, tomato",6,Grilled & Roasted
japanese ramen,"noodles, broth, egg, scallions, pork",4,Asian & Stir Fry
grilled chicken,"tomato, garlic, seasoning, lettuce",6,Grilled & Roasted
pancakes,"eggs, sugar, vanilla, milk, flour",0,Salads & Wraps
beef steak,"pepper, salt, garlic, butter",5,Breakfast & Brunch
omelette,"cheese, butter, pepper, onion",5,Breakfast & Brunch
omelette,"onions, cheese, butter, pepper, eggs, salt",5,Breakfast & Brunch
lasagna,"onion, ground beef, tomato sauce, garlic, cheese, pasta",1,Desserts & Pastries
chicken biryani,"yogurt, rice, spices, cardamom, saffron, chicken",2,Curries & Stews
greek salad,"tomato, lettuce, cucumber, olives, dressing, feta cheese",6,Grilled & Roasted
cereal,"fruits, oats, honey, nuts, milk",0,Salads & Wraps
omelette,"butter, salt, eggs, cheese",5,Breakfast & Brunch
greek salad,"dressing, tomato, feta cheese, olives, lettuce, cucumber",6,Grilled & Roasted
chicken biryani,"spices, cardamom, rice, yogurt, saffron",2,Curries & Stews
japanese ramen,"noodles, egg, scallions, broth, pork, ginger",4,Asian & Stir Fry
pancakes,"milk, flour, eggs, butter, sugar",0,Salads & Wraps
caesar salad,"caesar dressing, croutons, parmesan, lettuce",6,Grilled & Roasted
dim sum,"ginger, dumpling wrapper, pork, soy sauce, shrimp",4,Asian & Stir Fry
pho,"rice noodles, lime, chili, beef, basil",3,Baked Dishes
japanese ramen,"egg, scallions, noodles, broth",4,Asian & Stir Fry
beef steak,"garlic, beef, pepper, butter",5,Breakfast & Brunch
omelette,"butter, salt, cheese, pepper, eggs, onion",5,Breakfast & Brunch
greek salad,"dressing, tomato, olives, lettuce, cucumber",6,Grilled & Roasted
caesar salad,"caesar dressing, chicken, lettuce, crouton",6,Grilled & Roasted
chicken biryani,"rice, cardamom, spices, chicken, saffron",2,Curries & Stews
clam chowder,"potato, clam, cream, celery",1,Desserts & Pastries
caesar salad,"caesar dressing, lettuce, croutons, chicken, parmesan",6,Grilled & Roasted
pancakes,"milk, vanilla, eggs, sugar",0,Salads & Wraps
turkey sandwich,"lettuce, mayonnaise, tomato, bread",6,Grilled & Roasted
chicken biryani,"chicken, yogurt, spices, rice, saffron, cardamom",2,Curries & Stews
pancakes,"milk, sugar, flour, eggs, butter",0,Salads & Wraps
grilled chicken,"tomato, lettuce, seasoning, garlic",6,Grilled & Roasted
turkey sandwich,"bread, tomato, mayonnaise, turkey",6,Grilled & Roasted
clam chowder,"cream, potato, clam, celery, onion",1,Desserts & Pastries
omelette,"onions, eggs, pepper, cheese",5,Breakfast & Brunch
greek salad,"cucumber, lettuce, dressing, tomato, feta cheese",6,Grilled & Roasted
pasta carbonara,"tomato sauce, pasta, cheese, olive oil, basil",1,Desserts & Pastries
tacos,"lettuce, salsa, cheese, beef, tortilla",6,Grilled & Roasted
chicken biryani,"cardamom, saffron, yogurt, rice",2,Curries & Stews
pasta carbonara,"olive oil, pasta, tomato sauce, cheese, basil",1,Desserts & Pastries
pancakes,"butter, sugar, milk, eggs, flour, vanilla",0,Salads & Wraps
pho,"chili, rice noodles, broth, lime, beef, basil",3,Baked Dishes
turkey sandwich,"turkey, tomato, bread, mayonnaise, cheese",6,Grilled & Roasted
grilled chicken,"chicken, seasoning, lettuce, garlic, tomato",6,Grilled & Roasted
turkey sandwich,"tomato, cheese, turkey, bread",6,Grilled & Roasted
pho,"basil, lime, chili, broth",3,Baked Dishes
lasagna,"onion, cheese, ground beef, tomato sauce, garlic",1,Desserts & Pastries
greek salad,"lettuce, tomato, cucumber, feta cheese, dressing",6,Grilled & Roasted
japanese ramen,"scallions, noodles, pork, ginger",4,Asian & Stir Fry
japanese ramen,"pork, ginger, broth, noodles, egg, scallion",4,Asian & Stir Fry
lasagna,"cheese, garlic, pasta, onion, tomato sauce, ground beef",1,Desserts & Pastries
pancakes,"butter, milk, eggs, flour, sugar, vanilla",0,Salads & Wraps
sushi,"salmon, avocado, rice, soy sauce, seaweed",2,Curries & Stews
lasagna,"onion, garlic, ground beef, pasta, tomato sauce, cheese",1,Desserts & Pastries
spanish paella,"seafood, saffron, rice, onions, pepper",2,Curries & Stews
sushi,"soy sauce, seaweed, avocado, rice, salmon",2,Curries & Stews
turkey sandwich,"cheese, mayonnaise, turkey, bread, lettuce, tomato",6,Grilled & Roasted
japanese ramen,"noodles, pork, egg, ginger",4,Asian & Stir Fry
turkey sandwich,"turkey, lettuce, mayonnaise, bread",6,Grilled & Roasted
pasta carbonara,"basil, olive oil, tomato sauce, cheese, pasta",1,Desserts & Pastries
pancakes,"eggs, vanilla, sugar, milk, butter, flour",0,Salads & Wraps
pad thai,"shrimp, rice noodles, peanut, egg",3,Baked Dishes
turkey sandwich,"cheese, turkey, bread, lettuce, mayonnaise",6,Grilled & Roasted
sushi,"seaweed, avocado, rice, soy sauce",2,Curries & Stews
omelette,"onions, eggs, butter, pepper, cheese",5,Breakfast & Brunch
spanish paella,"rice, onions, peppers, seafood",2,Curries & Stews
grilled chicken,"tomato, garlic, seasoning, chicken",6,Grilled & Roasted
chicken biryani,"spices, yogurt, chicken, cardamom",2,Curries & Stews
japanese ramen,"egg, ginger, scallions, pork, broth, noodle",4,Asian & Stir Fry
japanese ramen,"ginger, scallions, egg, broth",4,Asian & Stir Fry
pancakes,"vanilla, milk, butter, sugar",0,Salads & Wraps
shawarma,"garlic, pita, cumin, yogurt, chicken",2,Curries & Stews
omelette,"onions, eggs, cheese, butter",5,Breakfast & Brunch
sushi,"salmon, rice, soy sauce, seaweed, avocado",2,Curries & Stews
japanese ramen,"noodles, ginger, scallions, pork",4,Asian & Stir Fry
turkey sandwich,"turkey, cheese, tomato, mayonnaise, bread, lettuce",6,Grilled & Roasted
lasagna,"garlic, ground beef, onion, tomato sauce, cheese",1,Desserts & Pastries
butter chicken,"curry powder, onions, spices, chicken, coconut milk",2,Curries & Stews
spanish paella,"rice, peppers, saffron, seafood, onion",2,Curries & Stews
omelette,"eggs, butter, pepper, salt, cheese",5,Breakfast & Brunch
japanese ramen,"broth, egg, scallions, ginger, noodles, pork",4,Asian & Stir Fry
turkey sandwich,"bread, tomato, mayonnaise, lettuce",6,Grilled & Roasted
turkey sandwich,"bread, cheese, mayonnaise, turkey, lettuce, tomato",6,Grilled & Roasted
pancakes,"vanilla, flour, butter, sugar, milk",0,Salads & Wraps
spring rolls,"carrots, cabbage, peanut sauce, shrimp",3,Baked Dishes
turkey sandwich,"cheese, tomato, turkey, lettuce, bread, mayonnaise",6,Grilled & Roasted
turkey sandwich,"bread, mayonnaise, turkey, cheese",6,Grilled & Roasted
pho,"rice noodles, chili, basil, lime, broth, beef",3,Baked Dishes
beef steak,"salt, pepper, garlic, beef, butter",5,Breakfast & Brunch
dim sum,"ginger, dumpling wrapper, shrimp, soy sauce, pork",4,Asian & Stir Fry
lasagna,"onion, garlic, pasta, ground beef, cheese, tomato sauce",1,Desserts & Pastries
japanese ramen,"scallions, pork, ginger, broth, egg",4,Asian & Stir Fry
lasagna,"pasta, garlic, ground beef, cheese, onion",1,Desserts & Pastries
cereal,"oats, fruits, milk, nut",0,Salads & Wraps
butter chicken,"onions, chicken, coconut milk, spices, curry powder",2,Curries & Stews
caesar salad,"parmesan, lettuce, croutons, chicken",6,Grilled & Roasted
pho,"basil, broth, lime, chili",3,Baked Dishes
grilled chicken,"lettuce, tomato, garlic, seasoning, chicken",6,Grilled & Roasted
pancakes,"flour, vanilla, butter, eggs, sugar, milk",0,Salads & Wraps
turkey sandwich,"mayonnaise, tomato, cheese, turkey",6,Grilled & Roasted
chicken biryani,"rice, cardamom, yogurt, spices, saffron",2,Curries & Stews
japanese ramen,"pork, egg, scallions, ginger, noodle",4,Asian & Stir Fry
japanese ramen,"ginger, scallions, pork, egg, broth",4,Asian & Stir Fry
spring rolls,"cabbage, rice paper, peanut sauce, shrimp, carrot",3,Baked Dishes
pancakes,"milk, butter, sugar, egg",0,Salads & Wraps
japanese ramen,"broth, egg, scallions, noodles, pork",4,Asian & Stir Fry
pasta carbonara,"tomato sauce, olive oil, cheese, basil, pasta",1,Desserts & Pastries
greek salad,"tomato, cucumber, feta cheese, dressing, olives, lettuce",6,Grilled & Roasted
omelette,"eggs, cheese, onions, pepper, salt",5,Breakfast & Brunch
pancakes,"flour, milk, vanilla, butter, sugar, egg",0,Salads & Wraps
pancakes,"sugar, butter, eggs, flour, vanilla, milk",0,Salads & Wraps
butter chicken,"curry powder, spices, chicken, onions, coconut milk",2,Curries & Stews
grilled chicken,"lettuce, chicken, garlic, tomato",6,Grilled & Roasted
pho,"beef, basil, lime, chili, rice noodles, broth",3,Baked Dishes
pancakes,"milk, vanilla, butter, sugar, egg",0,Salads & Wraps
omelette,"pepper, cheese, salt, butter, eggs, onion",5,Breakfast & Brunch
pancakes,"milk, eggs, sugar, vanilla, flour, butter",0,Salads & Wraps
omelette,"cheese, salt, butter, pepper, egg",5,Breakfast & Brunch
dim sum,"soy sauce, ginger, shrimp, dumpling wrapper",4,Asian & Stir Fry
japanese ramen,"egg, ginger, noodles, broth, pork, scallion",4,Asian & Stir Fry
lasagna,"onion, garlic, tomato sauce, ground beef, cheese, pasta",1,Desserts & Pastries
japanese ramen,"egg, ginger, scallions, noodles, broth",4,Asian & Stir Fry
greek salad,"olives, lettuce, tomato, cucumber, dressing",6,Grilled & Roasted
chicken biryani,"cardamom, rice, chicken, yogurt, spice",2,Curries & Stews
omelette,"onions, eggs, butter, pepper, salt, cheese",5,Breakfast & Brunch
omelette,"butter, salt, eggs, pepper, onion",5,Breakfast & Brunch
chicken biryani,"rice, cardamom, spices, yogurt, saffron, chicken",2,Curries & Stews
pancakes,"vanilla, milk, flour, butter",0,Salads & Wraps
japanese ramen,"scallions, noodles, broth, pork",4,Asian & Stir Fry
pasta carbonara,"olive oil, basil, pasta, tomato sauce",1,Desserts & Pastries
chicken biryani,"cardamom, yogurt, chicken, spices, saffron",2,Curries & Stews
turkey sandwich,"bread, mayonnaise, turkey, lettuce, cheese, tomato",6,Grilled & Roasted
greek salad,"cucumber, olives, lettuce, tomato, feta cheese",6,Grilled & Roasted
turkey sandwich,"bread, tomato, cheese, lettuce",6,Grilled & Roasted
omelette,"salt, eggs, butter, onions, cheese",5,Breakfast & Brunch
chicken biryani,"cardamom, saffron, spices, rice, chicken",2,Curries & Stews
dim sum,"pork, shrimp, dumpling wrapper, soy sauce",4,Asian & Stir Fry
pho,"broth, beef, rice noodles, lime, chili, basil",3,Baked Dishes
beef steak,"garlic, salt, beef, pepper, butter",5,Breakfast & Brunch
pho,"rice noodles, beef, lime, chili, basil, broth",3,Baked Dishes
japanese ramen,"scallions, egg, pork, broth, ginger, noodle",4,Asian & Stir Fry
japanese ramen,"ginger, scallions, broth, noodles, egg, pork",4,Asian & Stir Fry
pancakes,"eggs, flour, butter, milk",0,Salads & Wraps
chicken biryani,"cardamom, rice, yogurt, chicken, saffron, spice",2,Curries & Stews
butter chicken,"chicken, spices, onions, coconut milk",2,Curries & Stews
shawarma,"yogurt, cumin, chicken, garlic",2,Curries & Stews
tacos,"salsa, beef, lettuce, cheese, tortilla",6,Grilled & Roasted
pho,"lime, chili, beef, basil, rice noodles, broth",3,Baked Dishes
lasagna,"pasta, ground beef, tomato sauce, garlic, cheese",1,Desserts & Pastries
pho,"rice noodles, basil, broth, lime, chili, beef",3,Baked Dishes
japanese ramen,"noodles, egg, broth, pork",4,Asian & Stir Fry
tacos,"beef, tortilla, salsa, lettuce, cheese",6,Grilled & Roasted
cereal,"oats, nuts, honey, milk, fruit",0,Salads & Wraps
greek salad,"dressing, lettuce, feta cheese, olive",6,Grilled & Roasted
lasagna,"garlic, onion, cheese, ground beef, tomato sauce",1,Desserts & Pastries
pasta carbonara,"cheese, olive oil, pasta, basil",1,Desserts & Pastries
shawarma,"chicken, cumin, garlic, yogurt",2,Curries & Stews
greek salad,"olives, dressing, tomato, lettuce, feta cheese, cucumber",6,Grilled & Roasted
pancakes,"butter, sugar, vanilla, milk, egg",0,Salads & Wraps
omelette,"pepper, salt, onions, egg",5,Breakfast & Brunch
pad thai,"rice noodles, egg, peanut, lime",3,Baked Dishes
lasagna,"cheese, ground beef, onion, garlic, tomato sauce",1,Desserts & Pastries
grilled chicken,"seasoning, chicken, lettuce, garlic",6,Grilled & Roasted
turkey sandwich,"bread, mayonnaise, lettuce, turkey",6,Grilled & Roasted
cereal,"nuts, honey, milk, oat",0,Salads & Wraps
omelette,"eggs, onions, salt, cheese, pepper, butter",5,Breakfast & Brunch
omelette,"pepper, butter, onions, cheese, egg",5,Breakfast & Brunch
lasagna,"garlic, onion, ground beef, pasta, cheese, tomato sauce",1,Desserts & Pastries
spanish paella,"onions, peppers, saffron, seafood, rice",2,Curries & Stews
turkey sandwich,"lettuce, cheese, tomato, turkey",6,Grilled & Roasted
pasta carbonara,"basil, olive oil, pasta, tomato sauce, cheese",1,Desserts & Pastries
lasagna,"onion, pasta, tomato sauce, ground beef, cheese, garlic",1,Desserts & Pastries
greek salad,"olives, tomato, feta cheese, dressing, cucumber, lettuce",6,Grilled & Roasted
greek salad,"tomato, lettuce, cucumber, feta cheese, dressing, olive",6,Grilled & Roasted
lasagna,"onion, pasta, ground beef, tomato sauce, garlic",1,Desserts & Pastries
spring rolls,"cabbage, carrots, peanut sauce, rice paper",3,Baked Dishes
sushi,"rice, avocado, soy sauce, salmon, seaweed",2,Curries & Stews
japanese ramen,"broth, pork, ginger, noodle",4,Asian & Stir Fry
pancakes,"flour, eggs, milk, sugar, butter, vanilla",0,Salads & Wraps
turkey sandwich,"bread, lettuce, mayonnaise, cheese, tomato, turkey",6,Grilled & Roasted
clam chowder,"potato, celery, clam, cream",1,Desserts & Pastries
omelette,"cheese, eggs, pepper, salt, onion",5,Breakfast & Brunch
turkey sandwich,"tomato, bread, lettuce, turkey",6,Grilled & Roasted
greek salad,"tomato, olives, lettuce, dressing, cucumber, feta cheese",6,Grilled & Roasted
japanese ramen,"broth, noodles, scallions, ginger, egg",4,Asian & Stir Fry
turkey sandwich,"mayonnaise, cheese, lettuce, turkey, bread",6,Grilled & Roasted
omelette,"onions, butter, eggs, cheese, pepper",5,Breakfast & Brunch
omelette,"eggs, pepper, butter, cheese, salt, onion",5,Breakfast & Brunch
clam chowder,"onion, potato, cream, clam, celery",1,Desserts & Pastries
omelette,"eggs, pepper, butter, cheese, onion",5,Breakfast & Brunch
turkey sandwich,"bread, turkey, tomato, lettuce, mayonnaise",6,Grilled & Roasted
japanese ramen,"pork, broth, ginger, egg",4,Asian & Stir Fry
pho,"broth, rice noodles, basil, lime, beef, chili",3,Baked Dishes
pasta carbonara,"basil, olive oil, cheese, pasta",1,Desserts & Pastries
omelette,"butter, salt, eggs, pepper",5,Breakfast & Brunch
chicken biryani,"rice, saffron, spices, cardamom, yogurt, chicken",2,Curries & Stews
spring rolls,"peanut sauce, rice paper, shrimp, carrots, cabbage",3,Baked Dishes
omelette,"salt, cheese, butter, egg",5,Breakfast & Brunch
sushi,"avocado, rice, salmon, soy sauce",2,Curries & Stews
chicken biryani,"rice, spices, yogurt, cardamom, chicken",2,Curries & Stews
omelette,"pepper, cheese, onions, egg",5,Breakfast & Brunch
shawarma,"yogurt, pita, chicken, garlic",2,Curries & Stews
chicken biryani,"chicken, cardamom, rice, saffron, yogurt",2,Curries & Stews
spring rolls,"carrots, shrimp, peanut sauce, cabbage, rice paper",3,Baked Dishes
lasagna,"onion, tomato sauce, cheese, pasta, ground beef",1,Desserts & Pastries
pancakes,"vanilla, butter, flour, milk",0,Salads & Wraps
bbq ribs,"spices, brown sugar, garlic, pork",2,Curries & Stews
greek salad,"olives, dressing, cucumber, feta cheese, tomato, lettuce",6,Grilled & Roasted
pancakes,"eggs, flour, vanilla, sugar, milk, butter",0,Salads & Wraps
pho,"chili, rice noodles, lime, broth, basil, beef",3,Baked Dishes
pho,"lime, beef, broth, chili, rice noodles, basil",3,Baked Dishes
pasta carbonara,"pasta, tomato sauce, olive oil, cheese, basil",1,Desserts & Pastries
pancakes,"vanilla, flour, milk, butter, eggs, sugar",0,Salads & Wraps
lasagna,"garlic, ground beef, tomato sauce, pasta, cheese, onion",1,Desserts & Pastries
turkey sandwich,"mayonnaise, lettuce, cheese, bread",6,Grilled & Roasted
japanese ramen,"pork, scallions, broth, ginger",4,Asian & Stir Fry
tacos,"lettuce, cheese, tortilla, salsa",6,Grilled & Roasted
tacos,"salsa, lettuce, tortilla, cheese",6,Grilled & Roasted
omelette,"salt, onions, pepper, cheese, butter, egg",5,Breakfast & Brunch
chicken biryani,"saffron, chicken, rice, spice",2,Curries & Stews
spring rolls,"peanut sauce, rice paper, carrots, cabbage",3,Baked Dishes
turkey sandwich,"bread, mayonnaise, cheese, tomato, turkey, lettuce",6,Grilled & Roasted
japanese ramen,"noodles, ginger, pork, scallions, egg, broth",4,Asian & Stir Fry
omelette,"butter, pepper, salt, eggs, cheese",5,Breakfast & Brunch
spanish paella,"seafood, onions, rice, saffron",2,Curries & Stews
pho,"lime, broth, chili, beef, basil, rice noodle",3,Baked Dishes
pho,"rice noodles, beef, chili, broth, lime, basil",3,Baked Dishes
spring rolls,"carrots, rice paper, cabbage, peanut sauce, shrimp",3,Baked Dishes
pancakes,"milk, butter, vanilla, eggs, flour, sugar",0,Salads & Wraps
turkey sandwich,"mayonnaise, tomato, turkey, lettuce",6,Grilled & Roasted
pancakes,"eggs, flour, sugar, milk, butter",0,Salads & Wraps
turkey sandwich,"tomato, bread, turkey, mayonnaise",6,Grilled & Roasted
omelette,"pepper, cheese, salt, butter",5,Breakfast & Brunch
dim sum,"pork, dumpling wrapper, soy sauce, shrimp, ginger",4,Asian & Stir Fry
pad thai,"egg, shrimp, peanut, rice noodles, lime",3,Baked Dishes
pho,"chili, broth, basil, lime",3,Baked Dishes
pancakes,"eggs, milk, sugar, flour, butter",0,Salads & Wraps
lasagna,"onion, tomato sauce, garlic, pasta, cheese",1,Desserts & Pastries
pho,"beef, chili, lime, basil, broth, rice noodle",3,Baked Dishes
pad thai,"peanut, egg, lime, shrimp",3,Baked Dishes
spring rolls,"cabbage, rice paper, shrimp, peanut sauce",3,Baked Dishes
lasagna,"pasta, tomato sauce, garlic, onion, cheese, ground beef",1,Desserts & Pastries
beef steak,"garlic, salt, beef, pepper",5,Breakfast & Brunch
pancakes,"eggs, sugar, milk, butter, flour",0,Salads & Wraps
pho,"basil, rice noodles, beef, broth, lime",3,Baked Dishes
tacos,"cheese, salsa, beef, tortilla",6,Grilled & Roasted
turkey sandwich,"bread, lettuce, tomato, mayonnaise, cheese, turkey",6,Grilled & Roasted
sushi,"soy sauce, avocado, rice, salmon, seaweed",2,Curries & Stews
japanese ramen,"pork, scallions, egg, noodles, ginger",4,Asian & Stir Fry
omelette,"butter, onions, salt, pepper, cheese",5,Breakfast & Brunch
pad thai,"shrimp, egg, lime, peanut, rice noodle",3,Baked Dishes
japanese ramen,"ginger, scallions, egg, pork, broth",4,Asian & Stir Fry
japanese ramen,"egg, broth, noodles, scallion",4,Asian & Stir Fry
japanese ramen,"broth, egg, scallions, ginger",4,Asian & Stir Fry
greek salad,"lettuce, olives, cucumber, tomato",6,Grilled & Roasted
pancakes,"butter, eggs, vanilla, sugar, milk",0,Salads & Wraps
chicken biryani,"yogurt, saffron, cardamom, chicken, rice",2,Curries & Stews
chicken biryani,"cardamom, yogurt, spices, saffron, chicken",2,Curries & Stews
pho,"rice noodles, chili, broth, beef",3,Baked Dishes
greek salad,"dressing, lettuce, olives, cucumber, tomato, feta cheese",6,Grilled & Roasted
lasagna,"tomato sauce, onion, ground beef, pasta, cheese",1,Desserts & Pastries
sushi,"seaweed, salmon, rice, avocado",2,Curries & Stews
omelette,"salt, eggs, butter, cheese, pepper, onion",5,Breakfast & Brunch
caesar salad,"croutons, lettuce, chicken, caesar dressing",6,Grilled & Roasted
butter chicken,"coconut milk, spices, onions, chicken",2,Curries & Stews
pho,"beef, chili, basil, broth, lime",3,Baked Dishes
clam chowder,"cream, celery, onion, clam",1,Desserts & Pastries
turkey sandwich,"tomato, cheese, bread, turkey, mayonnaise",6,Grilled & Roasted
pho,"rice noodles, beef, chili, lime, broth, basil",3,Baked Dishes
lasagna,"garlic, cheese, onion, pasta, tomato sauce",1,Desserts & Pastries
bbq ribs,"garlic, spices, brown sugar, bbq sauce",2,Curries & Stews
greek salad,"feta cheese, cucumber, dressing, tomato, lettuce, olive",6,Grilled & Roasted
greek salad,"tomato, dressing, olives, cucumber",6,Grilled & Roasted
spanish paella,"onions, rice, saffron, seafood",2,Curries & Stews
greek salad,"olives, tomato, feta cheese, lettuce",6,Grilled & Roasted
turkey sandwich,"mayonnaise, turkey, bread, lettuce",6,Grilled & Roasted
turkey sandwich,"lettuce, turkey, bread, tomato, cheese, mayonnaise",6,Grilled & Roasted
lasagna,"pasta, tomato sauce, ground beef, garlic, onion",1,Desserts & Pastries
pasta carbonara,"olive oil, basil, tomato sauce, pasta, cheese",1,Desserts & Pastries
beef steak,"butter, salt, beef, garlic, pepper",5,Breakfast & Brunch
spring rolls,"rice paper, shrimp, peanut sauce, carrot",3,Baked Dishes
japanese ramen,"pork, scallions, egg, broth, noodles, ginger",4,Asian & Stir Fry
greek salad,"olives, dressing, cucumber, lettuce",6,Grilled & Roasted
tacos,"tortilla, beef, cheese, lettuce",6,Grilled & Roasted
lasagna,"ground beef, tomato sauce, onion, pasta",1,Desserts & Pastries
